Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
31,No,Travel_Frequently,164,Research & Development,24,1,Technical Degree,1,1736,4,Female,33,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,Mid,Medium Income,Intermediate,3,0,13.909125620465826
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,Senior,Medium Income,Intermediate,7,1,7.045117428924598
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,Mid,High Income,Intermediate,3,0,10.540582726326743
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,4,Manager,2,Single,17856,4349,1,Y,No,14,3,2,80,0,21,3,2,20,8,9,8,Senior,High Income,Expert,13,0,4.060035842293907
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,Senior,High Income,Intermediate,3,0,3.0250102501025014
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,25440,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Mid,Medium Income,Intermediate,1,0,3.0128824476650564
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,3376,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,Young,Low Income,Beginner,3,0,9.662004662004662
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,1,2,4,2,1,2,Mid,Low Income,Intermediate,2,0,8.587155963302752
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,Mid,High Income,Intermediate,2,0,3.6981787682722262
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,Mid,Low Income,Intermediate,2,0,6.902757619738752
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Mid,Low Income,Beginner,3,0,8.123188405797102
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,Mid,Medium Income,Intermediate,2,1,7.0888147442008265
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3376,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Mid,High Income,Experienced,4,0,8.900560224089636
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,Mid,Low Income,Intermediate,2,1,9.410641200545703
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,Mid,Medium Income,Experienced,3,0,2.942879347192539
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,Veteran,Medium Income,Intermediate,2,0,7.718770800976259
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,1,0,0,0,Mid,High Income,Experienced,3,1,14.167678654834189
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,Senior,Low Income,Intermediate,1,0,5.051863857374392
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Mid,High Income,Intermediate,3,0,9.22534003185884
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Mid,Low Income,Beginner,1,0,6.74158368895211
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Mid,Medium Income,Intermediate,3,0,9.888930865130336
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,Mid,Low Income,Experienced,1,0,6.179175864606329
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,Senior,Medium Income,Experienced,3,1,15.720874204095681
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,8,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Senior,Low Income,Intermediate,1,1,17.603405826836273
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,5,2,5,3,0,4,Senior,Low Income,Intermediate,1,0,9.61532899493854
54,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,4,Research Director,1,Married,17856,19805,8,Y,No,12,3,2,80,3,28,2,3,1,0,0,0,Veteran,High Income,Expert,4,0,1.5600358422939067
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,Mid,Low Income,Experienced,3,0,5.273322422258593
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,Senior,Low Income,Beginner,1,0,8.86871996505024
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,11,0,7,Mid,Medium Income,Experienced,2,1,12.499375156210947
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,Veteran,High Income,Expert,4,1,6.271307365985345
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,Senior,Low Income,Intermediate,2,0,3.8256569652444194
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,33,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,Mid,Medium Income,Intermediate,4,0,3.158649859014762
24,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,33,3,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Young,Low Income,Beginner,2,0,7.232736095558044
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,Senior,Medium Income,Beginner,1,0,5.701242571582928
24,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,5,3,1,0,0,0,Young,Low Income,Beginner,1,1,13.170141784820684
31,No,Travel_Rarely,196,Sales,26,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Mid,Medium Income,Experienced,7,0,14.82882223847842
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,Veteran,High Income,Experienced,5,0,2.262427569380909
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,Senior,Medium Income,Beginner,2,0,6.8872045834328
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,4,Research Director,4,Divorced,17856,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,Veteran,High Income,Expert,6,1,6.560035842293907
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25440,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,Senior,High Income,Experienced,8,1,11.201778632375916
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,97,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Senior,Low Income,Intermediate,3,1,9.769854824935951
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,Senior,Medium Income,Experienced,6,0,6.456398919184476
35,Yes,Travel_Rarely,303,Sales,26,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Mid,Medium Income,Intermediate,9,1,19.720282126268707
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,Mid,Low Income,Experienced,8,0,7.1816735602927135
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2097,5531,1,Y,No,11,3,3,80,1,5,5,4,5,3,0,3,Mid,Low Income,Beginner,1,0,5.268717215069146
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,Senior,High Income,Intermediate,5,0,5.742721330956625
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,97,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,Veteran,High Income,Intermediate,4,0,14.25140783381304
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,97,3,1,Laboratory Technician,1,Married,3377,25440,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,Senior,Low Income,Intermediate,1,0,3.9612081729345574
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,1,0,0,0,Senior,Medium Income,Intermediate,2,0,8.305706031058143
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,5,3,7,7,1,7,Mid,Medium Income,Experienced,3,0,2.7355085039916696
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,97,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,Senior,Low Income,Experienced,4,0,4.8580246913580245
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Mid,Medium Income,Experienced,2,0,6.370557426112981
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Senior,Medium Income,Intermediate,2,0,7.373605506764775
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,5,3,2,1,2,2,Senior,Medium Income,Intermediate,4,0,12.42306760358614
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,Senior,Low Income,Intermediate,2,0,8.601722723543888
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,Senior,High Income,Experienced,3,0,3.955604075691412
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,25440,0,Y,Yes,13,3,4,80,1,23,3,4,20,11,9,5,Senior,High Income,Expert,12,1,7.957212596917776
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,3376,8,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Mid,High Income,Intermediate,3,0,6.034447088031447
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,Mid,Low Income,Intermediate,2,1,19.655493482309126
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7,Veteran,High Income,Experienced,5,0,11.620322652924042
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,Senior,Medium Income,Experienced,2,0,2.0353907569476433
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,Mid,High Income,Intermediate,6,0,5.470804530077952
54,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,28,1,2,16,9,9,10,Veteran,High Income,Expert,13,0,1.6138358602909582
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Mid,Low Income,Intermediate,1,0,15.196857670979668
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,20,11,9,10,Veteran,High Income,Expert,12,1,7.967773153972709
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,Senior,Medium Income,Experienced,9,0,8.24820143884892
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,Veteran,High Income,Experienced,3,0,4.95900204260286
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,Mid,High Income,Intermediate,5,0,4.537667323855972
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,22,4,3,80,1,3,3,3,3,2,1,2,Mid,Low Income,Beginner,2,0,3.28473962684489
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,Senior,Medium Income,Experienced,2,1,7.850138760407031
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,Mid,Medium Income,Beginner,3,0,7.134927412467976
54,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,Veteran,High Income,Expert,6,1,13.133432571102807
24,No,Non-Travel,1425,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,2097,8018,1,Y,No,16,3,3,80,0,1,4,1,1,0,0,0,Young,Low Income,Beginner,1,0,11.768717215069145
31,Yes,Travel_Rarely,359,Human Resources,18,4,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Mid,Low Income,Beginner,1,0,12.382949932341
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3376,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,Mid,Low Income,Beginner,3,1,15.782655246252677
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,Senior,Medium Income,Intermediate,7,0,2.9402405898331394
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,Senior,High Income,Experienced,2,1,7.436368859523125
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,Senior,Medium Income,Intermediate,9,0,2.762114537444934
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,Mid,Low Income,Intermediate,1,1,11.703446826397645
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,Mid,Medium Income,Experienced,4,0,12.623294858342078
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,25440,8,Y,No,13,3,3,80,0,4,2,4,1,0,0,0,Mid,Medium Income,Beginner,2,0,7.151462994836489
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,Senior,Low Income,Intermediate,4,0,8.40599455040872
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,Veteran,Low Income,Intermediate,3,0,9.250593824228028
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,Veteran,High Income,Experienced,7,0,2.1657729074376313
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,Mid,Low Income,Beginner,3,0,4.195491500369549
29,No,Travel_Rarely,726,Research & Development,26,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,Mid,Medium Income,Experienced,3,0,14.56641604010025
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,1,0,0,0,Senior,Medium Income,Intermediate,1,0,6.52016129032258
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,25440,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Mid,High Income,Intermediate,4,1,7.009387301907742
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,11,2,8,Veteran,High Income,Expert,6,0,2.2561436672967865
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,Mid,Low Income,Intermediate,7,0,14.324858757062147
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,Mid,Low Income,Beginner,1,0,6.566333808844508
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,4,Manager,3,Married,17856,22539,7,Y,No,13,3,4,80,0,21,2,3,16,11,6,10,Senior,High Income,Expert,10,0,3.5600358422939067
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,4,Research Director,2,Married,17856,13583,4,Y,No,12,3,4,80,0,28,3,3,20,10,9,9,Veteran,High Income,Expert,13,0,5.560035842293907
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,22,4,2,80,0,1,3,2,1,0,1,0,Mid,Low Income,Beginner,2,1,21.100041000410005
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7,Veteran,High Income,Experienced,3,0,6.367240907847963
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,Mid,Medium Income,Intermediate,8,0,9.594679514034352
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,Senior,Medium Income,Intermediate,4,0,12.062788313685289
54,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,97,2,1,Research Scientist,4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4,Veteran,Low Income,Experienced,1,0,4.756574004507889
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,Mid,Low Income,Beginner,1,0,5.00140056022409
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,2097,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,Mid,Low Income,Beginner,1,0,9.268717215069145
24,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,25440,1,Y,Yes,22,4,1,80,0,1,2,3,1,0,0,0,Young,Low Income,Beginner,1,1,12.545307443365695
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,Senior,Medium Income,Intermediate,3,1,11.76273576590869
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,Mid,Medium Income,Intermediate,2,0,12.382654276864427
34,No,Travel_Rarely,1425,Sales,4,3,Life Sciences,1,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,Mid,High Income,Intermediate,4,1,8.029548028415526
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2097,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Mid,Low Income,Experienced,2,0,8.268717215069145
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,Senior,Medium Income,Experienced,2,1,10.834267040149394
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,Mid,Medium Income,Beginner,2,1,15.088554720133668
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,Senior,Medium Income,Intermediate,5,0,14.193193362682019
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Senior,Medium Income,Intermediate,2,0,3.573340195573855
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,1,Male,97,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,9,10,Senior,High Income,Expert,13,0,1.0944243000653868
